Installed Asset Serial Number,Ticket Number,Title,Status,Resources,Client,Installed Asset,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
PF3SXL1H,T20220908.0427,Lenovo 500e Gen 3 N5100 - 8GB/64GB,Waiting Repair,,School District of Deerfield 109,Lenovo 500e Gen 3 N5100 - 8GB/64GB,0.00,Deerfield - ADP - Lenovo 500e Gen 3 - NO DED,Low,09/08/2022 01:02 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF3SYSRJ,T20220908.0428,Lenovo 500e Gen 3 N5100 - 8GB/64GB,Waiting Repair,,School District of Deerfield 109,Lenovo 500e Gen 3 N5100 - 8GB/64GB,0.00,Deerfield - ADP - Lenovo 500e Gen 3 - NO DED,Low,09/08/2022 01:02 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0011210FC2E7600,T20220908.0435,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Oconomowoc,Acer C722-K4CN MTK8183 - 4GB/32GB,0.33,Oconomowoc - ADP - Acer C722 - TH ,Low,09/08/2022 01:08 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P209JE8Q,T20220908.0474,Lenovo 300e Gen 2 A4 - 4GB/32GB - Dual Camera,Waiting Verification,"Rodriguez, Juan (primary)",School District of North Palos 117,Lenovo 300e Gen 2 A4 - 4GB/32GB - Dual Camera,0.67,North Palos - ADP - Lenovo 300e G2 - $100,Low,09/08/2022 01:41 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304AE7611,T20220908.0478,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.42,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031163060E7611,T20220908.0481,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.92,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD935B850,T20220908.0502,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Julsrud, Matthew (primary) | Kalbouneh, Tareq",School District of Stoughton,HP Chromebook 11 G7 EE 4GB/16GB,0.00,Stoughton - ADP - HP 11 G7 EE,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P2029EX1,T20220908.0508,Lenovo 300e Chromebook,Waiting Verification,"Bujny, Adam (primary)",School District of Kinnikinnick 131,Lenovo 300e Chromebook,1.25,Kinnikinnick - ADP - Lenovo 300e - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031350FFD77611,T20220908.0517,Acer C933 N4120 - 4GB/32GB,Waiting Verification,"Fox, Matthew (primary)",School District of Hartland - Arrowhead,Acer C933 N4120 - 4GB/32GB,0.42,Arrowhead - ADP - Acer C933,Low,09/08/2022 02:00 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1118PZ1,T20220908.0539,HP 11a G8 EE A4 - 4GB/32GB,Complete,"Eslit, Arnd (primary)",School District of Midland 7,HP 11a G8 EE A4 - 4GB/32GB,0.42,Midland - ADP - HP 11a G8 EE,Low,09/08/2022 02:15 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9100P7Q,T20220908.0541,HP Chromebook 11a G6 EE 4GB/16GB,Complete,"Meszewski, Arthur (primary)",School District of Midland 7,HP Chromebook 11a G6 EE 4GB/16GB,0.95,Midland - ADP - 11a G6 EE,Low,09/08/2022 02:15 PM,09/21/2022 11:00 PM,0.95,ChromeCare Client,Client Portal,Client Service Engineer L1
MP25EQCG,T20220908.0542,Lenovo 300e Gen 3 AMD 3015Ce - 4GB/32GB - Dual Camera,Waiting Parts,"Jung, Paul (primary)",School District of Shiloh #85,Lenovo 300e Gen 3 AMD 3015Ce - 4GB/32GB - Dual Camera,0.33,Shiloh - ADP - Lenovo 300e Gen 3 - NO DED,Low,09/08/2022 02:16 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P204KBC1,T20220908.0547,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Verification,"Duchac, Noelle (primary) | Kalbouneh, Tareq | Sanchez, Rolando",School District of Cook County 130,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,1.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/08/2022 02:16 PM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
PF35YDXT,T20220908.0560,Lenovo 300e Gen 2 N4000 - 4GB/32GB - Dual Camera,Complete,"Ostling, Nicholas (primary)",School District of Belleville,Lenovo 300e Gen 2 N4000 - 4GB/32GB - Dual Camera,0.00,Belleville - ADP - Lenovo 300e Gen 2 - TH - $100,Low,09/08/2022 02:20 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
NXHPVAA003116306707611,T20220908.0561,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.42,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 02:23 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116307B57611,T20220908.0563,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.42,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 02:23 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116305737611,T20220908.0564,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.08,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 02:23 PM,09/21/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304047611,T20220908.0566,Acer C933 N4120 - 4GB/32GB,Complete,"Eslit, Arnd (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.25,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 02:23 PM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA00201615E027600,T20220908.0584,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Yan, Jerry (primary)",School District of Oak Lawn Hometown 123,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,0.75,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/08/2022 02:42 PM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
B2WZH33,T20220908.0594,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Repaired,"Gonzalez, Jime (primary) | Sanchez, Rolando",School District of Madison Metropolitan,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,2.20,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,09/08/2022 02:49 PM,09/21/2022 11:00 PM,2.20,ChromeCare Client,Client Portal,Client Service Engineer L1
P204K8US,T20220908.0606,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Verification,"Hoban, Joe (primary) | Bujny, Adam | Vankerkvoorde, Ryan",School District of Cook County 130,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,7.58,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/08/2022 02:52 PM,09/21/2022 11:00 PM,7.58,ChromeCare Client,Client Portal,Client Service Engineer L1
P204P9ME,T20220908.0607,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Verification,"Duchac, Noelle (primary) | Sanchez, Rolando",School District of Cook County 130,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,1.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/08/2022 02:52 PM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0020161016D7600,T20220908.0622,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Verification,"York, Brenan (primary)",School District of Oak Lawn Hometown 123,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,0.58,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/08/2022 03:20 PM,09/21/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV21414131A,T20220908.0627,Asus C214MA Chromebook,Repaired,"Fox, Matthew (primary)",School District of Dolton 148,Asus C214MA Chromebook,0.25,Dolton - ADP - Asus C214MA - $100,Low,09/08/2022 03:23 PM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV21383431A,T20220908.0630,Asus C214MA Chromebook,Waiting Verification,"Schaefer, Joshua (primary)",School District of Dolton 148,Asus C214MA Chromebook,2.75,Dolton - ADP - Asus C214MA - $100,Low,09/08/2022 03:23 PM,09/21/2022 11:00 PM,2.75,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV214073318,T20220908.0634,Asus C214MA Chromebook,Repaired,"Fox, Matthew (primary)",School District of Dolton 148,Asus C214MA Chromebook,0.25,Dolton - ADP - Asus C214MA - $100,Low,09/08/2022 03:23 PM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00603200C617611,T20220908.0658,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Verification,"Clarke, Wellin (primary)",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,0.42,Whitnall - ADP - Acer C733,Low,09/08/2022 04:40 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00603200B6D7611,T20220908.0659,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Verification,"Wirth, Patrick (primary) | Kalbouneh, Tareq",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,1.18,Whitnall - ADP - Acer C733,Low,09/08/2022 04:41 PM,09/21/2022 11:00 PM,1.18,ChromeCare Client,Client Portal,Client Service Engineer L1
1SHG0X2,T20220909.0019,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Verification,"Peterson, William (primary)",School District of Brookfield Lagrange Park 95,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,0.52,Brookfield LaGrange - ADP - Dell 3100 - $100,Low,09/09/2022 07:29 AM,09/22/2022 11:00 PM,0.52,ChromeCare Client,Client Portal,Client Service Engineer L1
D8CB0X2,T20220909.0022,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Verification,"Saniter, Tanner (primary)",School District of Brookfield Lagrange Park 95,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,0.75,Brookfield LaGrange - ADP - Dell 3100 - $100,Low,09/09/2022 07:31 AM,09/22/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV16U870303,T20220909.0024,Asus C214MA Chromebook,Repaired,"Fox, Matthew (primary)",School District of Dolton 148,Asus C214MA Chromebook,0.25,Dolton - ADP - Asus C214MA - $100,Low,09/09/2022 07:33 AM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2MT2JW,T20220909.0031,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Parts,"Yan, Jerry (primary)",School District of O'Fallon 90,Lenovo 100e Gen 2 N4020 - 4GB/32GB,0.50,O'Fallon - ADP - Lenovo 100e G2,Low,09/09/2022 07:42 AM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD116SR5L,T20220909.0048,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Repaired,"Peavey, Micheal (primary)",School District of Bethalto 8,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,0.83,Bethalto - ADP - HP 11MK G9 EE,Low,09/09/2022 08:24 AM,09/22/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
6HZ6GD3,T20220909.0069,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Verification,"Palicka, Curtis (primary)",School District of Thornton Fractional 215,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,0.33,Thornton Fractional - ADP - Dell 3100,Low,09/09/2022 08:58 AM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P208RW2Z,T20220909.0088,Lenovo 100e Gen 2 A4,Waiting Verification,"Fox, Matthew (primary)",School District of Riverside-Brookfield 208,Lenovo 100e Gen 2 A4,0.33,Riverside - ADP - Lenovo 100e G2 A4,Low,09/09/2022 10:02 AM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9133SY8,T20220909.0106,HP Chromebook 11a G6 EE 4GB/16GB,Waiting Verification,"Hoban, Joe (primary) | Sanchez, Rolando",School District of Elmbrook,HP Chromebook 11a G6 EE 4GB/16GB,2.00,Elmbrook - ADP - HP 11a G6 EE ,Low,09/09/2022 10:15 AM,09/22/2022 11:00 PM,2.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P203CRA4,T20220909.0114,Lenovo 300e Chromebook,Repaired,"Duchac, Noelle (primary) | Yan, Richard",School District of Bedford Central,Lenovo 300e Chromebook,1.50,Bedford - ADP - Lenovo 300e - $100,Low,09/09/2022 10:28 AM,09/22/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA0011180E0147600,T20220909.0120,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Oconomowoc,Acer C722-K4CN MTK8183 - 4GB/32GB,0.33,Oconomowoc - ADP - Acer C722 - TH ,Low,09/09/2022 10:35 AM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060320411D7611,T20220909.0139,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Verification,"Fox, Matthew (primary)",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,0.25,Whitnall - ADP - Acer C733,Low,09/09/2022 10:58 AM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00603200CA97611,T20220909.0140,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Fox, Matthew (primary)",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,0.25,Whitnall - ADP - Acer C733,Low,09/09/2022 10:58 AM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA006032041157611,T20220909.0141,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Fox, Matthew (primary)",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,0.67,Whitnall - ADP - Acer C733,Low,09/09/2022 10:58 AM,09/22/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00603200CF17611,T20220909.0142,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Verification,"Fox, Matthew (primary)",School District of Whitnall,Acer C733-C5AS N4020 - 4GB/32GB,0.25,Whitnall - ADP - Acer C733,Low,09/09/2022 10:58 AM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD116SWJP,T20220909.0143,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Repaired,"Peavey, Micheal (primary)",School District of Bethalto 8,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,0.75,Bethalto - ADP - HP 11MK G9 EE,Low,09/09/2022 10:58 AM,09/22/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002016103137600,T20220909.0144,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Verification,"Yan, Jerry (primary)",School District of Oak Lawn Hometown 123,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,0.50,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/09/2022 11:02 AM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1176HNV,T20220909.0163,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Repaired,"Peavey, Micheal (primary)",School District of Bethalto 8,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,0.50,Bethalto - ADP - HP 11MK G9 EE,Low,09/09/2022 11:13 AM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0020161656D7600,T20220909.0166,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Verification,"York, Brenan (primary)",School District of Oak Lawn Hometown 123,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,0.67,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/09/2022 11:15 AM,09/22/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD932C2T8,T20220909.0195,HP Chromebook 11 G7 EE 4GB/16GB,In Progress,"Pham, Paul (primary)",School District of Oconomowoc,HP Chromebook 11 G7 EE 4GB/16GB,2.42,Oconomowoc - ADP - HP 11 G7 EE,Low,09/09/2022 12:21 PM,09/22/2022 11:00 PM,2.42,ChromeCare Client,Client Portal,Client Service Engineer L1
BPS9453,T20220909.0204,Dell 3100 Chromebook N4000 - 4GB/16GB - 2 USB Port,Waiting Verification,"Fox, Matthew (primary)",School District of Riverside 96,Dell 3100 Chromebook N4000 - 4GB/16GB - 2 USB Port,0.75,Riverside 96 - ADP - Dell 3100 - 20-23 - $100,Low,09/09/2022 12:30 PM,09/22/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
P209J9DZ,T20220909.0212,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Verification,"Espinoza, Miguel (primary)",School District of Muskego-Norway,Lenovo 100e Gen 2 N4020 - 4GB/32GB,0.42,Muskego - ADP - Lenovo 100e,Low,09/09/2022 12:32 PM,09/22/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001052224487600,T20220909.0233,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Riverside-Brookfield 208,Acer C722-K4CN MTK8183 - 4GB/32GB,0.33,Riverside - ADP - Acer C722,Low,09/09/2022 12:51 PM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
CHX7GD3,T20220909.0239,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Verification,"Meszewski, Arthur (primary)",School District of Thornton Fractional 215,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,1.42,Thornton Fractional - ADP - Dell 3100,Low,09/09/2022 12:57 PM,09/22/2022 11:00 PM,1.42,ChromeCare Client,Client Portal,Client Service Engineer L1
P208RRNG,T20220909.0241,Lenovo 100e Gen 2 A4,Waiting Verification,"Moua, Hue (primary)",School District of Riverside-Brookfield 208,Lenovo 100e Gen 2 A4,1.02,Riverside - ADP - Lenovo 100e G2 A4,Low,09/09/2022 12:58 PM,09/22/2022 11:00 PM,1.02,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035FTM4,T20220909.0252,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.42,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD103H80F,T20220909.0253,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"York, Laquell (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.50,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035GFLY,T20220909.0254,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Moua, Hue (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.67,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0521BGC,T20220909.0255,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.25,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0521BHZ,T20220909.0256,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.58,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035FTRB,T20220909.0257,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.67,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD052D9PP,T20220909.0258,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Rademan, Zachary (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.50,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035FTRN,T20220909.0259,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.50,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035G3VP,T20220909.0260,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"York, Laquell (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.50,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD83634P3,T20220909.0261,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Moua, Hue (primary)",School District of Kewaunee,HP Chromebook 11 G6 EE 4GB/16GB,0.33,Kewaunee - ADP - HP 11 G6 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9316BRL,T20220909.0263,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Rademan, Zachary (primary)",School District of Kewaunee,HP Chromebook 11 G6 EE 4GB/16GB,0.50,Kewaunee - ADP - HP 11 G6 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD83634K7,T20220909.0264,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Rademan, Zachary (primary)",School District of Kewaunee,HP Chromebook 11 G6 EE 4GB/16GB,0.75,Kewaunee - ADP - HP 11 G6 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035GFTT,T20220909.0265,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Rademan, Zachary (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.25,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:18 PM,09/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD035FTQL,T20220909.0266,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Rodriguez, Juan (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.58,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:19 PM,09/22/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD052D33Q,T20220909.0268,HP 11a G8 EE A4 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Kewaunee,HP 11a G8 EE A4 - 4GB/32GB,0.50,Kewaunee - ADP - HP 11A G8 EE,Low,09/09/2022 01:19 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
PF23LSDB,T20220909.0277,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Waiting Verification,"Yan, Jerry (primary)",School District of Berwyn North 98,Lenovo 500e Gen 2 N4120 - 4GB/32GB,0.50,Berwyn - ADP - Lenovo 500e G2 - 22-23 - $100,Low,09/09/2022 01:38 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021042E2BB7611,T20220909.0279,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Parts,"Rademan, Zachary (primary)",School District of Berwyn North 98,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,1.00,Berwyn - ADP - Acer R752T - $100,Low,09/09/2022 01:40 PM,09/22/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
9G953G2,T20220909.0281,Dell 3180 Chromebook,Waiting Verification,"Meszewski, Arthur (primary)",School District of Rich Township 227,Dell 3180 Chromebook,1.08,Rich Township - ADP - Dell 3180 - T&L - 22-23,Low,09/09/2022 01:40 PM,09/22/2022 11:00 PM,1.08,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD116SR31,T20220909.0283,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Repaired,"Peavey, Micheal (primary)",School District of Bethalto 8,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,0.33,Bethalto - ADP - HP 11MK G9 EE,Low,09/09/2022 01:44 PM,09/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
PF23M421,T20220909.0284,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Repaired,"Peavey, Micheal (primary)",School District of Berwyn North 98,Lenovo 500e Gen 2 N4120 - 4GB/32GB,0.75,Berwyn - ADP - Lenovo 500e G2 - 22-23 - $100,Low,09/09/2022 01:46 PM,09/22/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
PF23LAXS,T20220909.0285,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Waiting Verification,"Fox, Matthew (primary)",School District of Berwyn North 98,Lenovo 500e Gen 2 N4120 - 4GB/32GB,0.50,Berwyn - ADP - Lenovo 500e G2 - 22-23 - $100,Low,09/09/2022 01:46 PM,09/22/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
